estimator,bias,rmse,bias_emp_ci_lower,bias_emp_ci_upper,abs_bias,dgp_number,N,T,fact_label,eps_autocorrelated,avg_diff_in_loading,eta_y,tau_x,beta,true_att,err_label,dgp_label
TECCE,-8.373167234517076e-4,0.06076605244584083,-0.11793040905896554,0.11533892887236914,0.048572813667707,2,300,15,Autocorrelated,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
gsynth,-0.001021521389191707,0.05658975769867316,-0.11475800429386036,0.10790920728774099,0.044742981738419736,2,300,15,Autocorrelated,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
gsynth with Control,0.0014536547823808886,0.039208532349935835,-0.07685256012940123,0.07682961874370026,0.031128286842724014,2,300,15,Autocorrelated,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
TWFE via OLS,1.4233315926931054,1.4396999722756123,1.0030467792871964,1.8286264427375867,1.4233315926931054,2,300,15,Autocorrelated,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
TWFE with Control,0.37266263731491583,0.3886228049989545,0.1587978285619581,0.5838869097041602,0.37266263731491583,2,300,15,Autocorrelated,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
TECCE,0.0020080744270612695,0.16724191601796504,-0.3145438772169429,0.34214587845463273,0.13284268199764865,2,300,15,Constant,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
gsynth,0.01661964761885762,0.15872774008782925,-0.27605763967618135,0.34558503941209695,0.12552408475165672,2,300,15,Constant,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
gsynth with Control,0.016559855140906233,0.11250109921982099,-0.20966868403577768,0.22839444276654097,0.08913225795078913,2,300,15,Constant,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
TWFE via OLS,-1.777600256962898e-4,0.18405315520849158,-0.3793413762350821,0.38093080792116035,0.14619652111577192,2,300,15,Constant,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
TWFE with Control,6.868358131401344e-4,0.1274594234885245,-0.2600341534531825,0.2450280926125263,0.10133599812353673,2,300,15,Constant,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
TECCE,0.004262842179334287,0.1783813149272584,-0.3483759951560224,0.33690039550811396,0.14422621462750496,2,300,15,Linear Trend,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
gsynth,0.014782727511404607,0.1661961596275558,-0.3126584576364983,0.31839170985906834,0.13577796516872212,2,300,15,Linear Trend,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
gsynth with Control,0.009820069029355245,0.11910027625307854,-0.22282373526053123,0.25005881464064617,0.09508356163098063,2,300,15,Linear Trend,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
TWFE via OLS,-0.9342092700307549,0.9604514437480318,-1.3674553889763743,-0.49956323131780117,0.9342092700307549,2,300,15,Linear Trend,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
TWFE with Control,-0.4380112794252709,0.4624703774665685,-0.7178619126454792,-0.13834803072829047,0.438275689720198,2,300,15,Linear Trend,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
TECCE,5.189112396971179e-4,0.16385252325066013,-0.3155190275374462,0.32018413597726697,0.13029300297364596,2,300,15,Autocorrelated,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
gsynth,-6.821472460958213e-4,0.15428548212120435,-0.2999420939862034,0.2959637948909496,0.12365397857496171,2,300,15,Autocorrelated,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
gsynth with Control,0.0032670198915027465,0.1113404980028458,-0.21661252153796282,0.22135138744245883,0.08818113154840983,2,300,15,Autocorrelated,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
TWFE via OLS,-0.11414203020984318,0.21693038781910476,-0.4734899525742907,0.2407947686793429,0.17491069443593976,2,300,15,Autocorrelated,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
TWFE with Control,-0.03670673452447689,0.14112889622248484,-0.3025215088826762,0.2366008841766012,0.11245369542168171,2,300,15,Autocorrelated,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
TECCE,0.002549346490605308,0.06380736256556599,-0.12558996099911998,0.12531342446809574,0.050854074066597074,3,300,15,Constant,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
gsynth,0.0027767567288262,0.060110686546646655,-0.11926127265839011,0.11540508608178685,0.04799252588768748,3,300,15,Constant,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
gsynth with Control,-1.0278299892619986,1.0288418863228463,-1.121847429679617,-0.9415705878097276,1.0278299892619986,3,300,15,Constant,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TWFE via OLS,0.002220844676601174,0.06818066344618831,-0.14287356309216948,0.1332417629831758,0.054270264945929604,3,300,15,Constant,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TWFE with Control,-0.9985555612571844,0.9997603617966044,-1.0971827288973481,-0.9069161690644257,0.9985555612571844,3,300,15,Constant,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TECCE,2.1688382207150718e-4,0.066086943258483,-0.131936743426089,0.1339822879635881,0.05241860312745156,3,300,15,Linear Trend,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
gsynth,-6.674535481571403e-5,0.0623999148750467,-0.12118515850269436,0.12645267516656228,0.049692323525321346,3,300,15,Linear Trend,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
gsynth with Control,-1.1295503171298553,1.130655868681887,-1.2283857609856281,-1.033889665712551,1.1295503171298553,3,300,15,Linear Trend,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TWFE via OLS,-0.9401136865402491,0.9516155563003693,-1.235957705549484,-0.6428624174166475,0.9401136865402491,3,300,15,Linear Trend,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TWFE with Control,-1.6159881154907525,1.6183767772255981,-1.786431173566492,-1.437039643998351,1.6159881154907525,3,300,15,Linear Trend,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TECCE,-0.0020115454851109184,0.06438758783195245,-0.1298874398999329,0.12602910713411203,0.051020534923530404,3,300,15,Autocorrelated,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
gsynth,-0.0016930063319428729,0.06021911066783762,-0.12086964062248994,0.1150385154602426,0.047644915756059586,3,300,15,Autocorrelated,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
gsynth with Control,-1.1109441645656501,1.111988819113227,-1.2056111900170947,-1.0173524009163597,1.1109441645656501,3,300,15,Autocorrelated,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TWFE via OLS,-1.2017446349769056,1.2156743087417556,-1.574982627600252,-0.8546652065700223,1.2017446349769056,3,300,15,Autocorrelated,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TWFE with Control,-1.7636385195756157,1.766931733799945,-1.9710440125915047,-1.5630179718776422,1.7636385195756157,3,300,15,Autocorrelated,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TECCE,-0.0075455603360670975,0.16193170046167205,-0.3219651903445554,0.2967773238583228,0.12809279407628052,3,300,15,Constant,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
gsynth,0.006701954375753375,0.15224844963019338,-0.2812437576324232,0.29829951241005737,0.12269877480938847,3,300,15,Constant,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
gsynth with Control,-0.995705589613157,1.0019489358712559,-1.2152908931893585,-0.781679122258875,0.995705589613157,3,300,15,Constant,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TWFE via OLS,-0.010280145058126442,0.177691363383037,-0.3615329017418986,0.32944227085803757,0.14249685081749602,3,300,15,Constant,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TWFE with Control,-1.009509151862099,1.0175037074470872,-1.26420029296247,-0.780087125467037,1.009509151862099,3,300,15,Constant,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TECCE,-0.005031178660774929,0.17815027130318875,-0.3677572833923765,0.3357285892254462,0.14200785669701227,3,300,15,Linear Trend,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
gsynth,0.005790053345399735,0.1681866403072552,-0.32682117557774903,0.32576915884507074,0.13444877630925595,3,300,15,Linear Trend,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
gsynth with Control,-1.0124079158776935,1.0189855526283835,-1.242524228224774,-0.798106853429468,1.0124079158776935,3,300,15,Linear Trend,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TWFE via OLS,-0.9451695240324639,0.9716087418355556,-1.3883392351199435,-0.5155719177542538,0.9451695240324639,3,300,15,Linear Trend,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TWFE with Control,-1.511785088432878,1.5189552658719825,-1.8018952605577832,-1.2313162325884341,1.511785088432878,3,300,15,Linear Trend,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TECCE,0.002371985467381481,0.18364149336778104,-0.35499413976855565,0.35684930330563813,0.1460463388601443,3,300,15,Autocorrelated,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
gsynth,-0.02823884042362426,0.174526454413744,-0.35902795223753314,0.3044082064693224,0.14162332263003768,3,300,15,Autocorrelated,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
gsynth with Control,-1.0322926279103888,1.039630585994174,-1.2841877420970258,-0.7879847067049547,1.0322926279103888,3,300,15,Autocorrelated,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TWFE via OLS,2.2639791804892786,2.2956582888403756,1.5270040483592733,2.9710682032002853,2.2639791804892786,3,300,15,Autocorrelated,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TWFE with Control,-0.23001918024640608,0.31576246633079763,-0.6511155414623979,0.187323687707351,0.2615126788762805,3,300,15,Autocorrelated,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
